Vardas     Pavarde    ND1  ND2  ND3  ND4  ND5  Egzaminas
Vardas7540 Pavarde7540 10 8 8 9 9 3
Vardas7541 Pavarde7541 6 4 2 4 7 2
Vardas7542 Pavarde7542 4 1 1 6 3 6
Vardas7543 Pavarde7543 4 10 7 1 3 7
Vardas7544 Pavarde7544 3 3 1 7 1 9
Vardas7545 Pavarde7545 2 10 10 8 1 1
Vardas7546 Pavarde7546 6 3 8 3 7 9
Vardas7547 Pavarde7547 5 2 5 2 2 10
Vardas7548 Pavarde7548 8 2 10 10 6 6
Vardas7549 Pavarde7549 2 1 2 7 5 5
Vardas7550 Pavarde7550 7 10 5 4 2 9
Vardas7551 Pavarde7551 10 5 3 4 5 1
Vardas7552 Pavarde7552 9 4 1 6 6 8
Vardas7553 Pavarde7553 5 5 9 2 9 6
Vardas7554 Pavarde7554 6 1 3 4 9 6
Vardas7555 Pavarde7555 3 5 1 8 8 1
Vardas7556 Pavarde7556 5 4 7 3 9 2
Vardas7557 Pavarde7557 10 8 4 8 9 5
Vardas7558 Pavarde7558 1 4 1 3 4 9
Vardas7559 Pavarde7559 10 7 7 10 10 4
Vardas7560 Pavarde7560 2 10 2 1 5 7
Vardas7561 Pavarde7561 2 7 10 8 6 2
Vardas7562 Pavarde7562 9 6 7 6 9 8
Vardas7563 Pavarde7563 3 2 6 1 4 2
Vardas7564 Pavarde7564 4 8 4 2 10 6
Vardas7565 Pavarde7565 1 1 8 7 4 3
Vardas7566 Pavarde7566 1 9 2 3 5 10
Vardas7567 Pavarde7567 3 9 2 7 4 10
Vardas7568 Pavarde7568 5 6 1 4 8 6
Vardas7569 Pavarde7569 1 1 5 1 7 3
Vardas7570 Pavarde7570 9 2 10 5 2 4
Vardas7571 Pavarde7571 1 10 9 6 3 8
Vardas7572 Pavarde7572 1 5 10 10 4 7
Vardas7573 Pavarde7573 1 1 7 2 5 9
Vardas7574 Pavarde7574 10 1 5 7 1 1
Vardas7575 Pavarde7575 4 8 9 10 10 6
Vardas7576 Pavarde7576 6 4 9 7 5 5
Vardas7577 Pavarde7577 10 10 9 8 5 7
Vardas7578 Pavarde7578 10 3 2 10 6 1
Vardas7579 Pavarde7579 10 2 8 6 7 7
Vardas7580 Pavarde7580 4 5 3 4 7 3
Vardas7581 Pavarde7581 9 8 3 1 1 8
Vardas7582 Pavarde7582 1 5 5 2 10 10
Vardas7583 Pavarde7583 1 8 1 9 3 6
Vardas7584 Pavarde7584 10 2 5 10 6 3
Vardas7585 Pavarde7585 5 4 4 6 3 1
Vardas7586 Pavarde7586 10 4 4 9 7 6
Vardas7587 Pavarde7587 7 7 9 7 5 9
Vardas7588 Pavarde7588 9 1 4 7 6 10
Vardas7589 Pavarde7589 8 4 9 7 2 8
Vardas7590 Pavarde7590 9 9 4 7 2 3
Vardas7591 Pavarde7591 3 3 10 8 4 5
Vardas7592 Pavarde7592 5 1 3 6 9 7
Vardas7593 Pavarde7593 10 8 5 2 7 6
Vardas7594 Pavarde7594 9 7 10 7 7 8
Vardas7595 Pavarde7595 1 1 4 6 5 1
Vardas7596 Pavarde7596 1 4 6 3 8 3
Vardas7597 Pavarde7597 2 9 5 3 9 6
Vardas7598 Pavarde7598 7 3 3 4 4 4
Vardas7599 Pavarde7599 10 7 4 5 7 10
Vardas7600 Pavarde7600 7 9 10 4 6 10
Vardas7601 Pavarde7601 8 2 3 7 4 7
Vardas7602 Pavarde7602 5 7 9 2 1 4
Vardas7603 Pavarde7603 1 3 10 10 8 6
Vardas7604 Pavarde7604 3 5 4 10 10 4
Vardas7605 Pavarde7605 9 8 5 7 9 3
Vardas7606 Pavarde7606 2 7 1 2 6 9
Vardas7607 Pavarde7607 2 6 1 2 3 1
Vardas7608 Pavarde7608 9 2 7 10 5 8
Vardas7609 Pavarde7609 6 1 2 8 1 4
Vardas7610 Pavarde7610 9 9 2 8 1 8
Vardas7611 Pavarde7611 7 6 9 9 6 10
Vardas7612 Pavarde7612 5 1 3 1 5 4
Vardas7613 Pavarde7613 7 8 10 3 5 2
Vardas7614 Pavarde7614 3 4 9 5 6 4
Vardas7615 Pavarde7615 4 2 2 6 7 9
Vardas7616 Pavarde7616 6 10 10 3 2 9
Vardas7617 Pavarde7617 7 8 6 3 2 7
Vardas7618 Pavarde7618 8 3 9 5 10 1
Vardas7619 Pavarde7619 2 10 4 1 5 4
Vardas7620 Pavarde7620 4 10 1 6 4 3
Vardas7621 Pavarde7621 3 9 9 9 4 9
Vardas7622 Pavarde7622 4 8 6 7 8 3
Vardas7623 Pavarde7623 7 7 2 4 5 3
Vardas7624 Pavarde7624 5 3 1 1 1 1
Vardas7625 Pavarde7625 4 10 9 2 5 1
Vardas7626 Pavarde7626 8 1 9 5 8 8
Vardas7627 Pavarde7627 2 5 7 3 8 10
Vardas7628 Pavarde7628 8 9 6 6 10 4
Vardas7629 Pavarde7629 6 7 9 10 2 7
Vardas7630 Pavarde7630 2 2 9 6 5 6
Vardas7631 Pavarde7631 1 5 5 4 10 3
Vardas7632 Pavarde7632 2 8 4 5 5 4
Vardas7633 Pavarde7633 6 7 10 3 10 4
Vardas7634 Pavarde7634 7 8 2 4 5 2
Vardas7635 Pavarde7635 3 6 2 9 7 2
Vardas7636 Pavarde7636 2 5 5 6 8 8
Vardas7637 Pavarde7637 7 3 6 4 2 8
Vardas7638 Pavarde7638 1 4 3 7 10 10
Vardas7639 Pavarde7639 8 6 6 8 3 4
Vardas7640 Pavarde7640 2 5 5 7 2 8
Vardas7641 Pavarde7641 8 3 9 8 6 6
Vardas7642 Pavarde7642 1 1 9 3 3 4
Vardas7643 Pavarde7643 9 2 2 10 8 5
Vardas7644 Pavarde7644 2 2 3 8 6 6
Vardas7645 Pavarde7645 4 7 5 8 5 6
Vardas7646 Pavarde7646 8 8 1 6 1 6
Vardas7647 Pavarde7647 8 9 5 1 7 10
Vardas7648 Pavarde7648 3 9 3 2 3 4
Vardas7649 Pavarde7649 3 1 8 10 5 3
Vardas7650 Pavarde7650 9 9 6 9 2 7
Vardas7651 Pavarde7651 2 8 3 9 4 4
Vardas7652 Pavarde7652 7 3 9 7 10 6
Vardas7653 Pavarde7653 10 9 5 2 5 1
Vardas7654 Pavarde7654 7 3 1 10 1 10
Vardas7655 Pavarde7655 10 7 3 3 2 6
Vardas7656 Pavarde7656 5 2 3 1 10 8
Vardas7657 Pavarde7657 9 2 2 5 9 8
Vardas7658 Pavarde7658 4 9 4 2 2 6
Vardas7659 Pavarde7659 3 4 6 8 5 7
Vardas7660 Pavarde7660 1 6 10 3 2 5
Vardas7661 Pavarde7661 9 5 8 2 7 9
Vardas7662 Pavarde7662 7 5 6 7 5 2
Vardas7663 Pavarde7663 10 2 5 3 3 7
Vardas7664 Pavarde7664 1 1 10 10 8 3
Vardas7665 Pavarde7665 3 9 9 9 10 9
Vardas7666 Pavarde7666 6 10 1 1 2 1
Vardas7667 Pavarde7667 3 5 2 1 1 5
Vardas7668 Pavarde7668 7 4 4 5 9 6
Vardas7669 Pavarde7669 6 8 7 10 3 6
Vardas7670 Pavarde7670 10 9 8 9 4 1
Vardas7671 Pavarde7671 7 10 9 4 3 7
Vardas7672 Pavarde7672 3 7 4 8 4 8
Vardas7673 Pavarde7673 6 4 7 9 3 8
Vardas7674 Pavarde7674 3 4 2 6 3 8
Vardas7675 Pavarde7675 4 2 7 1 5 5
Vardas7676 Pavarde7676 6 6 2 1 10 8
Vardas7677 Pavarde7677 7 9 3 5 6 3
Vardas7678 Pavarde7678 9 10 3 3 4 2
Vardas7679 Pavarde7679 6 5 10 5 9 2
Vardas7680 Pavarde7680 10 2 7 2 4 2
Vardas7681 Pavarde7681 4 10 9 8 7 5
Vardas7682 Pavarde7682 8 1 5 7 1 8
Vardas7683 Pavarde7683 1 10 9 9 7 1
Vardas7684 Pavarde7684 7 10 10 8 4 6
Vardas7685 Pavarde7685 6 8 1 10 4 7
Vardas7686 Pavarde7686 3 1 8 9 1 10
Vardas7687 Pavarde7687 5 5 7 3 1 2
Vardas7688 Pavarde7688 2 4 2 3 7 4
Vardas7689 Pavarde7689 1 4 6 2 9 10
Vardas7690 Pavarde7690 2 2 5 7 9 1
Vardas7691 Pavarde7691 4 4 9 1 10 6
Vardas7692 Pavarde7692 2 9 4 3 7 9
Vardas7693 Pavarde7693 4 7 1 10 3 1
Vardas7694 Pavarde7694 3 3 5 5 1 6
Vardas7695 Pavarde7695 4 2 2 3 3 8
Vardas7696 Pavarde7696 7 2 2 6 4 1
Vardas7697 Pavarde7697 8 1 6 7 9 6
Vardas7698 Pavarde7698 6 9 1 9 10 9
Vardas7699 Pavarde7699 5 9 2 1 1 2
Vardas7700 Pavarde7700 8 2 7 5 7 5
Vardas7701 Pavarde7701 3 6 3 4 8 2
Vardas7702 Pavarde7702 6 10 5 3 1 7
Vardas7703 Pavarde7703 2 3 4 2 9 8
Vardas7704 Pavarde7704 3 1 5 6 9 5
Vardas7705 Pavarde7705 2 8 5 6 1 3
Vardas7706 Pavarde7706 5 5 9 10 10 3
Vardas7707 Pavarde7707 2 7 9 8 3 8
Vardas7708 Pavarde7708 8 1 1 3 9 6
Vardas7709 Pavarde7709 3 8 9 4 7 8
Vardas7710 Pavarde7710 5 7 6 2 9 3
Vardas7711 Pavarde7711 1 5 3 1 3 6
Vardas7712 Pavarde7712 6 9 3 7 10 6
Vardas7713 Pavarde7713 2 3 2 1 9 9
Vardas7714 Pavarde7714 7 8 9 2 4 3
Vardas7715 Pavarde7715 4 10 1 2 2 4
Vardas7716 Pavarde7716 5 7 7 7 5 7
Vardas7717 Pavarde7717 9 6 5 7 5 8
Vardas7718 Pavarde7718 9 4 7 7 1 4
Vardas7719 Pavarde7719 3 4 2 7 7 1
Vardas7720 Pavarde7720 6 1 3 1 10 1
Vardas7721 Pavarde7721 8 7 5 4 10 8
Vardas7722 Pavarde7722 5 3 4 1 1 9
Vardas7723 Pavarde7723 5 9 8 9 5 5
Vardas7724 Pavarde7724 7 9 5 2 1 1
Vardas7725 Pavarde7725 5 3 8 9 9 8
Vardas7726 Pavarde7726 7 2 9 8 1 10
Vardas7727 Pavarde7727 9 10 1 7 5 10
Vardas7728 Pavarde7728 9 3 7 1 5 4
Vardas7729 Pavarde7729 2 7 6 9 2 4
Vardas7730 Pavarde7730 1 7 7 9 6 6
Vardas7731 Pavarde7731 8 7 6 6 9 4
Vardas7732 Pavarde7732 1 7 5 3 5 1
Vardas7733 Pavarde7733 10 10 5 10 6 1
Vardas7734 Pavarde7734 1 10 10 10 6 6
Vardas7735 Pavarde7735 2 5 6 5 3 10
Vardas7736 Pavarde7736 1 10 7 10 3 1
Vardas7737 Pavarde7737 8 8 6 3 6 4
Vardas7738 Pavarde7738 6 6 3 3 7 6
Vardas7739 Pavarde7739 7 5 1 8 1 7
Vardas7740 Pavarde7740 7 6 1 2 4 5
Vardas7741 Pavarde7741 6 7 3 4 2 1
Vardas7742 Pavarde7742 10 8 8 8 6 4
Vardas7743 Pavarde7743 1 10 3 10 7 2
Vardas7744 Pavarde7744 2 6 1 7 5 9
Vardas7745 Pavarde7745 4 7 6 2 8 10
Vardas7746 Pavarde7746 4 7 1 1 7 2
Vardas7747 Pavarde7747 7 2 9 6 5 10
Vardas7748 Pavarde7748 6 1 4 4 3 9
Vardas7749 Pavarde7749 5 8 8 4 3 8
Vardas7750 Pavarde7750 2 10 1 9 1 5
Vardas7751 Pavarde7751 6 9 9 7 9 3
Vardas7752 Pavarde7752 8 8 3 10 10 1
Vardas7753 Pavarde7753 5 9 3 4 10 8
Vardas7754 Pavarde7754 4 9 9 6 1 10
Vardas7755 Pavarde7755 5 4 7 10 7 5
Vardas7756 Pavarde7756 8 4 4 7 3 4
Vardas7757 Pavarde7757 8 4 4 1 9 5
Vardas7758 Pavarde7758 7 3 3 9 9 6
Vardas7759 Pavarde7759 8 5 10 5 3 10
Vardas7760 Pavarde7760 2 8 7 6 6 10
Vardas7761 Pavarde7761 8 5 4 6 3 9
Vardas7762 Pavarde7762 4 7 2 4 1 8
Vardas7763 Pavarde7763 8 6 9 1 7 4
Vardas7764 Pavarde7764 7 1 7 1 3 4
Vardas7765 Pavarde7765 3 6 3 1 6 3
Vardas7766 Pavarde7766 9 2 2 6 4 7
Vardas7767 Pavarde7767 3 9 3 8 10 10
Vardas7768 Pavarde7768 5 1 3 1 3 1
Vardas7769 Pavarde7769 1 9 10 3 6 3
Vardas7770 Pavarde7770 7 10 6 3 10 3
Vardas7771 Pavarde7771 8 2 6 5 1 3
Vardas7772 Pavarde7772 9 5 7 1 10 4
Vardas7773 Pavarde7773 5 1 3 3 1 6
Vardas7774 Pavarde7774 8 1 4 9 8 4
Vardas7775 Pavarde7775 8 4 10 8 2 8
Vardas7776 Pavarde7776 8 8 4 1 5 10
Vardas7777 Pavarde7777 1 2 1 6 9 10
Vardas7778 Pavarde7778 3 9 2 2 4 9
Vardas7779 Pavarde7779 9 2 7 10 1 5
Vardas7780 Pavarde7780 1 5 5 5 8 7
Vardas7781 Pavarde7781 10 10 2 3 4 1
Vardas7782 Pavarde7782 5 8 5 7 7 6
Vardas7783 Pavarde7783 10 4 4 8 5 6
Vardas7784 Pavarde7784 10 2 5 1 9 1
Vardas7785 Pavarde7785 10 1 10 7 3 6
Vardas7786 Pavarde7786 8 9 3 9 3 9
Vardas7787 Pavarde7787 9 7 5 9 2 5
Vardas7788 Pavarde7788 7 7 2 2 4 9
Vardas7789 Pavarde7789 1 10 3 2 1 6
Vardas7790 Pavarde7790 8 6 3 7 3 2
Vardas7791 Pavarde7791 1 6 5 9 7 6
Vardas7792 Pavarde7792 6 3 10 5 2 7
Vardas7793 Pavarde7793 8 3 2 8 7 1
Vardas7794 Pavarde7794 5 3 1 6 9 2
Vardas7795 Pavarde7795 6 5 10 8 1 6
Vardas7796 Pavarde7796 10 1 6 4 6 6
Vardas7797 Pavarde7797 6 6 10 1 4 6
Vardas7798 Pavarde7798 8 6 10 8 6 7
Vardas7799 Pavarde7799 3 5 5 5 5 7
Vardas7800 Pavarde7800 1 3 3 4 1 1
Vardas7801 Pavarde7801 5 5 7 8 1 5
Vardas7802 Pavarde7802 8 4 6 6 7 6
Vardas7803 Pavarde7803 5 10 5 4 10 1
Vardas7804 Pavarde7804 3 4 1 8 9 4
Vardas7805 Pavarde7805 7 4 3 8 3 6
Vardas7806 Pavarde7806 7 8 3 2 3 9
Vardas7807 Pavarde7807 1 9 6 6 2 2
Vardas7808 Pavarde7808 8 9 9 9 10 7
Vardas7809 Pavarde7809 1 2 2 6 4 5
Vardas7810 Pavarde7810 8 8 7 2 4 8
Vardas7811 Pavarde7811 4 5 6 2 7 6
Vardas7812 Pavarde7812 7 1 4 1 5 8
Vardas7813 Pavarde7813 6 9 10 7 3 8
Vardas7814 Pavarde7814 10 4 6 1 8 6
Vardas7815 Pavarde7815 5 8 3 10 4 2
Vardas7816 Pavarde7816 8 5 9 9 8 9
Vardas7817 Pavarde7817 2 7 4 3 7 8
Vardas7818 Pavarde7818 5 10 6 7 3 6
Vardas7819 Pavarde7819 6 6 3 8 3 4
Vardas7820 Pavarde7820 10 8 10 10 4 4
Vardas7821 Pavarde7821 7 6 6 6 4 7
Vardas7822 Pavarde7822 7 2 7 10 8 1
Vardas7823 Pavarde7823 9 1 6 5 7 8
Vardas7824 Pavarde7824 4 4 5 5 5 7
Vardas7825 Pavarde7825 4 8 8 8 1 1
Vardas7826 Pavarde7826 3 3 2 7 8 2
Vardas7827 Pavarde7827 5 4 1 2 5 10
Vardas7828 Pavarde7828 7 7 4 9 1 2
Vardas7829 Pavarde7829 6 8 6 5 1 1
Vardas7830 Pavarde7830 2 2 2 3 8 7
Vardas7831 Pavarde7831 3 6 6 9 8 1
Vardas7832 Pavarde7832 7 7 10 9 8 7
Vardas7833 Pavarde7833 10 5 2 8 7 9
Vardas7834 Pavarde7834 10 3 3 6 9 6
Vardas7835 Pavarde7835 8 5 4 6 4 10
Vardas7836 Pavarde7836 6 5 7 3 10 5
Vardas7837 Pavarde7837 2 2 4 8 3 7
Vardas7838 Pavarde7838 2 6 8 1 8 10
Vardas7839 Pavarde7839 2 4 2 3 5 2
Vardas7840 Pavarde7840 3 8 5 3 1 6
Vardas7841 Pavarde7841 2 2 5 5 9 8
Vardas7842 Pavarde7842 8 10 2 9 6 2
Vardas7843 Pavarde7843 9 8 4 9 8 7
Vardas7844 Pavarde7844 4 3 10 6 6 9
Vardas7845 Pavarde7845 4 10 4 2 9 6
Vardas7846 Pavarde7846 1 6 4 10 7 9
Vardas7847 Pavarde7847 2 10 5 8 10 3
Vardas7848 Pavarde7848 8 5 9 8 10 2
Vardas7849 Pavarde7849 4 8 5 4 4 9
Vardas7850 Pavarde7850 2 4 3 7 6 5
Vardas7851 Pavarde7851 4 6 4 2 5 9
Vardas7852 Pavarde7852 3 5 10 3 5 6
Vardas7853 Pavarde7853 7 4 2 5 7 1
Vardas7854 Pavarde7854 2 6 1 7 4 5
Vardas7855 Pavarde7855 7 1 4 7 4 3
Vardas7856 Pavarde7856 6 6 7 3 7 8
Vardas7857 Pavarde7857 8 6 5 2 7 5
Vardas7858 Pavarde7858 6 3 1 2 2 8
Vardas7859 Pavarde7859 10 10 5 8 8 4
Vardas7860 Pavarde7860 5 9 4 4 4 1
Vardas7861 Pavarde7861 4 2 10 10 8 7
Vardas7862 Pavarde7862 7 5 3 9 1 4
Vardas7863 Pavarde7863 9 1 10 9 8 8
Vardas7864 Pavarde7864 1 9 8 6 10 6
Vardas7865 Pavarde7865 1 7 9 7 6 9
Vardas7866 Pavarde7866 6 4 2 1 10 4
Vardas7867 Pavarde7867 6 10 8 10 8 1
Vardas7868 Pavarde7868 7 4 10 6 7 1
Vardas7869 Pavarde7869 8 9 7 3 3 5
Vardas7870 Pavarde7870 6 3 7 2 4 8
Vardas7871 Pavarde7871 2 7 2 2 2 8
Vardas7872 Pavarde7872 8 9 2 2 2 5
Vardas7873 Pavarde7873 9 8 2 7 9 8
Vardas7874 Pavarde7874 2 2 2 10 10 2
Vardas7875 Pavarde7875 3 3 6 8 7 9
Vardas7876 Pavarde7876 5 5 10 2 9 4
Vardas7877 Pavarde7877 1 3 1 6 7 10
Vardas7878 Pavarde7878 7 8 5 3 10 8
Vardas7879 Pavarde7879 5 8 9 6 10 10
Vardas7880 Pavarde7880 1 4 8 10 8 5
Vardas7881 Pavarde7881 10 3 1 2 1 5
Vardas7882 Pavarde7882 1 3 9 1 3 7
Vardas7883 Pavarde7883 6 5 4 1 1 9
Vardas7884 Pavarde7884 6 1 5 8 1 6
Vardas7885 Pavarde7885 4 4 2 1 4 5
Vardas7886 Pavarde7886 7 9 2 9 8 9
Vardas7887 Pavarde7887 8 2 8 5 8 4
Vardas7888 Pavarde7888 1 10 3 2 5 6
Vardas7889 Pavarde7889 1 1 2 4 4 3
Vardas7890 Pavarde7890 10 1 2 2 8 3
Vardas7891 Pavarde7891 4 7 4 9 1 4
Vardas7892 Pavarde7892 10 10 10 3 1 6
Vardas7893 Pavarde7893 3 6 3 3 5 7
Vardas7894 Pavarde7894 6 8 3 7 3 6
Vardas7895 Pavarde7895 4 1 6 10 6 8
Vardas7896 Pavarde7896 10 5 4 1 5 4
Vardas7897 Pavarde7897 2 8 1 6 4 5
Vardas7898 Pavarde7898 3 4 10 5 5 7
Vardas7899 Pavarde7899 2 10 3 2 2 3
Vardas7900 Pavarde7900 9 4 7 7 2 10
Vardas7901 Pavarde7901 6 8 5 4 9 3
Vardas7902 Pavarde7902 8 6 5 2 7 1
Vardas7903 Pavarde7903 7 3 4 6 4 9
Vardas7904 Pavarde7904 1 5 6 7 3 6
Vardas7905 Pavarde7905 10 4 10 10 6 5
Vardas7906 Pavarde7906 6 3 5 10 6 9
Vardas7907 Pavarde7907 7 8 8 5 9 8
Vardas7908 Pavarde7908 9 9 10 7 6 9
Vardas7909 Pavarde7909 4 7 8 5 5 1
Vardas7910 Pavarde7910 7 1 10 1 1 6
Vardas7911 Pavarde7911 10 2 2 10 1 3
Vardas7912 Pavarde7912 5 3 1 8 2 5
Vardas7913 Pavarde7913 1 5 8 6 4 10
Vardas7914 Pavarde7914 7 6 5 5 7 3
Vardas7915 Pavarde7915 4 10 5 8 9 8
Vardas7916 Pavarde7916 2 7 3 5 9 4
Vardas7917 Pavarde7917 6 4 1 9 2 4
Vardas7918 Pavarde7918 10 10 9 5 2 8
Vardas7919 Pavarde7919 10 1 7 9 1 2
Vardas7920 Pavarde7920 8 3 4 3 4 8
Vardas7921 Pavarde7921 9 6 9 1 6 6
Vardas7922 Pavarde7922 4 8 9 9 9 8
Vardas7923 Pavarde7923 2 4 6 1 10 8
Vardas7924 Pavarde7924 8 8 10 6 9 10
Vardas7925 Pavarde7925 7 7 2 2 6 4
Vardas7926 Pavarde7926 6 5 8 2 4 8
Vardas7927 Pavarde7927 4 4 4 8 2 9
Vardas7928 Pavarde7928 1 10 9 6 1 3
Vardas7929 Pavarde7929 8 5 4 4 3 10
Vardas7930 Pavarde7930 7 4 10 1 10 4
Vardas7931 Pavarde7931 3 8 6 4 5 1
Vardas7932 Pavarde7932 9 3 5 5 1 8
Vardas7933 Pavarde7933 5 8 5 4 1 9
Vardas7934 Pavarde7934 6 4 10 5 3 8
Vardas7935 Pavarde7935 1 3 1 4 2 9
Vardas7936 Pavarde7936 2 10 6 4 2 6
Vardas7937 Pavarde7937 4 1 9 6 3 4
Vardas7938 Pavarde7938 4 1 3 2 3 1
Vardas7939 Pavarde7939 10 8 4 10 3 10
Vardas7940 Pavarde7940 8 8 5 7 2 9
Vardas7941 Pavarde7941 1 7 4 5 6 5
Vardas7942 Pavarde7942 10 6 6 3 1 3
Vardas7943 Pavarde7943 9 5 7 2 4 3
Vardas7944 Pavarde7944 3 2 1 7 4 10
Vardas7945 Pavarde7945 7 2 6 8 6 7
Vardas7946 Pavarde7946 2 10 9 1 10 4
Vardas7947 Pavarde7947 10 8 8 3 5 1
Vardas7948 Pavarde7948 3 8 10 7 2 7
Vardas7949 Pavarde7949 8 4 2 6 4 2
Vardas7950 Pavarde7950 2 1 3 4 10 8
Vardas7951 Pavarde7951 2 2 5 10 7 9
Vardas7952 Pavarde7952 6 3 1 10 10 2
Vardas7953 Pavarde7953 2 3 8 5 6 1
Vardas7954 Pavarde7954 4 3 2 8 4 5
Vardas7955 Pavarde7955 3 1 1 10 9 6
Vardas7956 Pavarde7956 8 9 6 10 4 8
Vardas7957 Pavarde7957 9 8 5 8 6 4
Vardas7958 Pavarde7958 5 2 6 4 8 4
Vardas7959 Pavarde7959 5 9 10 9 6 8
Vardas7960 Pavarde7960 10 9 10 3 10 4
Vardas7961 Pavarde7961 10 5 3 2 7 6
Vardas7962 Pavarde7962 1 5 2 8 1 2
Vardas7963 Pavarde7963 2 9 7 9 6 6
Vardas7964 Pavarde7964 2 10 9 7 7 6
Vardas7965 Pavarde7965 8 5 9 7 9 3
Vardas7966 Pavarde7966 6 1 10 5 4 1
Vardas7967 Pavarde7967 6 1 2 10 9 10
Vardas7968 Pavarde7968 9 6 4 4 8 7
Vardas7969 Pavarde7969 2 6 8 8 7 7
Vardas7970 Pavarde7970 8 1 10 3 5 1
Vardas7971 Pavarde7971 9 8 5 9 3 2
Vardas7972 Pavarde7972 6 8 9 3 6 3
Vardas7973 Pavarde7973 2 5 9 4 3 6
Vardas7974 Pavarde7974 9 2 2 9 1 9
Vardas7975 Pavarde7975 5 8 8 3 3 10
Vardas7976 Pavarde7976 8 2 2 5 9 7
Vardas7977 Pavarde7977 10 6 1 9 8 3
Vardas7978 Pavarde7978 3 4 7 6 10 2
Vardas7979 Pavarde7979 3 6 2 9 6 5
Vardas7980 Pavarde7980 1 10 6 3 2 5
Vardas7981 Pavarde7981 6 9 6 8 2 8
Vardas7982 Pavarde7982 3 6 1 10 2 1
Vardas7983 Pavarde7983 3 5 4 10 3 5
Vardas7984 Pavarde7984 2 3 4 3 1 2
Vardas7985 Pavarde7985 9 8 3 1 6 8
Vardas7986 Pavarde7986 6 2 3 6 10 7
Vardas7987 Pavarde7987 4 1 9 2 9 4
Vardas7988 Pavarde7988 6 9 2 9 4 6
Vardas7989 Pavarde7989 3 9 6 7 8 4
Vardas7990 Pavarde7990 7 9 7 7 7 6
Vardas7991 Pavarde7991 3 1 4 3 9 9
Vardas7992 Pavarde7992 9 4 7 5 4 9
Vardas7993 Pavarde7993 10 2 5 4 4 2
Vardas7994 Pavarde7994 2 2 7 9 7 10
Vardas7995 Pavarde7995 10 4 3 4 8 3
Vardas7996 Pavarde7996 7 10 6 1 9 2
Vardas7997 Pavarde7997 7 2 7 2 1 2
Vardas7998 Pavarde7998 4 4 6 3 8 7
Vardas7999 Pavarde7999 3 8 2 8 5 6
Vardas8000 Pavarde8000 7 7 6 6 10 7
Vardas8001 Pavarde8001 6 5 10 10 10 6
Vardas8002 Pavarde8002 4 1 6 4 2 7
Vardas8003 Pavarde8003 9 10 8 2 4 10
Vardas8004 Pavarde8004 5 7 7 1 1 1
Vardas8005 Pavarde8005 9 2 5 5 3 1
Vardas8006 Pavarde8006 3 6 4 10 9 7
Vardas8007 Pavarde8007 9 9 8 10 2 2
Vardas8008 Pavarde8008 3 9 6 10 2 8
Vardas8009 Pavarde8009 9 9 10 4 5 1
Vardas8010 Pavarde8010 3 10 6 3 2 8
Vardas8011 Pavarde8011 8 5 1 10 9 8
Vardas8012 Pavarde8012 10 3 10 2 1 9
Vardas8013 Pavarde8013 1 5 2 5 7 1
Vardas8014 Pavarde8014 6 10 2 10 1 5
Vardas8015 Pavarde8015 9 3 9 8 4 7
Vardas8016 Pavarde8016 2 4 4 1 7 2
Vardas8017 Pavarde8017 3 2 10 3 6 7
Vardas8018 Pavarde8018 9 9 10 8 1 8
Vardas8019 Pavarde8019 8 3 9 2 4 2
Vardas8020 Pavarde8020 10 8 2 2 4 8
Vardas8021 Pavarde8021 2 10 3 6 10 4
Vardas8022 Pavarde8022 1 7 2 6 9 3
Vardas8023 Pavarde8023 10 4 3 2 10 7
Vardas8024 Pavarde8024 2 2 8 4 5 2
Vardas8025 Pavarde8025 8 9 10 7 8 5
Vardas8026 Pavarde8026 3 3 7 5 4 4
Vardas8027 Pavarde8027 2 1 3 6 10 4
Vardas8028 Pavarde8028 3 5 6 10 8 1
Vardas8029 Pavarde8029 7 4 6 1 7 10
Vardas8030 Pavarde8030 6 9 2 3 7 10
Vardas8031 Pavarde8031 7 6 5 8 9 2
Vardas8032 Pavarde8032 9 6 9 4 2 6
Vardas8033 Pavarde8033 2 1 5 5 3 3
Vardas8034 Pavarde8034 7 10 3 7 3 8
Vardas8035 Pavarde8035 8 5 4 5 3 3
Vardas8036 Pavarde8036 10 9 1 10 5 1
Vardas8037 Pavarde8037 1 7 10 7 7 3
Vardas8038 Pavarde8038 9 3 8 7 7 6
Vardas8039 Pavarde8039 10 10 4 10 6 5
Vardas8040 Pavarde8040 4 6 9 9 3 3
Vardas8041 Pavarde8041 10 6 4 8 1 3
Vardas8042 Pavarde8042 7 9 9 9 1 4
Vardas8043 Pavarde8043 2 2 2 3 10 9
Vardas8044 Pavarde8044 2 9 10 8 6 4
Vardas8045 Pavarde8045 3 1 3 5 6 2
Vardas8046 Pavarde8046 5 2 2 3 7 2
Vardas8047 Pavarde8047 9 6 2 8 3 3
Vardas8048 Pavarde8048 4 6 3 7 2 5
Vardas8049 Pavarde8049 9 10 9 1 6 3
Vardas8050 Pavarde8050 10 10 1 8 9 6
Vardas8051 Pavarde8051 1 1 7 10 8 4
Vardas8052 Pavarde8052 10 2 5 10 2 6
Vardas8053 Pavarde8053 3 9 8 10 5 7
Vardas8054 Pavarde8054 7 10 1 5 6 7
Vardas8055 Pavarde8055 9 7 5 6 8 10
Vardas8056 Pavarde8056 8 3 8 1 9 5
