Vardas     Pavarde    ND1  ND2  ND3  ND4  ND5  Egzaminas
Vardas557 Pavarde557 8 9 9 6 3 2
Vardas558 Pavarde558 6 4 1 9 8 1
Vardas559 Pavarde559 8 4 4 7 1 4
Vardas560 Pavarde560 6 9 9 9 1 2
Vardas561 Pavarde561 7 3 6 5 10 10
Vardas562 Pavarde562 1 8 4 3 7 5
Vardas563 Pavarde563 5 6 3 8 10 4
Vardas564 Pavarde564 4 8 3 5 7 2
Vardas565 Pavarde565 5 1 4 6 8 5
Vardas566 Pavarde566 2 2 10 8 6 7
Vardas567 Pavarde567 9 4 3 3 1 8
Vardas568 Pavarde568 5 7 4 7 8 7
Vardas569 Pavarde569 3 10 3 10 10 3
Vardas570 Pavarde570 7 5 10 6 8 3
Vardas571 Pavarde571 7 8 4 10 4 2
Vardas572 Pavarde572 4 1 8 9 1 1
Vardas573 Pavarde573 6 6 7 10 6 3
Vardas574 Pavarde574 2 1 6 1 1 6
Vardas575 Pavarde575 5 7 4 10 6 7
Vardas576 Pavarde576 4 4 8 7 5 9
Vardas577 Pavarde577 9 1 4 3 8 8
Vardas578 Pavarde578 8 8 3 6 8 4
Vardas579 Pavarde579 3 3 9 2 2 1
Vardas580 Pavarde580 9 3 3 7 4 6
Vardas581 Pavarde581 3 2 10 10 6 10
Vardas582 Pavarde582 3 2 7 7 4 1
Vardas583 Pavarde583 7 2 7 5 5 6
Vardas584 Pavarde584 10 4 9 10 4 10
Vardas585 Pavarde585 6 2 3 7 10 7
Vardas586 Pavarde586 2 9 3 8 4 8
Vardas587 Pavarde587 8 8 10 8 8 1
Vardas588 Pavarde588 10 2 6 1 4 1
Vardas589 Pavarde589 2 7 2 1 1 9
Vardas590 Pavarde590 1 4 5 1 1 9
Vardas591 Pavarde591 7 8 8 10 5 9
Vardas592 Pavarde592 7 2 8 1 6 9
Vardas593 Pavarde593 5 5 4 2 10 1
Vardas594 Pavarde594 7 5 10 2 8 3
Vardas595 Pavarde595 2 3 1 8 10 3
Vardas596 Pavarde596 4 9 3 10 2 8
Vardas597 Pavarde597 8 8 4 4 9 8
Vardas598 Pavarde598 1 2 4 8 9 8
Vardas599 Pavarde599 6 7 7 8 10 10
Vardas600 Pavarde600 3 10 1 1 10 5
Vardas601 Pavarde601 8 3 10 5 6 5
Vardas602 Pavarde602 4 10 3 7 1 4
Vardas603 Pavarde603 9 10 9 3 5 4
Vardas604 Pavarde604 4 10 7 5 10 5
Vardas605 Pavarde605 9 6 10 1 4 10
Vardas606 Pavarde606 4 2 5 2 10 3
Vardas607 Pavarde607 6 3 2 10 4 5
Vardas608 Pavarde608 5 6 2 4 4 7
Vardas609 Pavarde609 7 9 10 10 1 8
Vardas610 Pavarde610 3 8 8 10 5 3
Vardas611 Pavarde611 4 10 5 4 7 3
Vardas612 Pavarde612 9 1 8 6 3 8
Vardas613 Pavarde613 2 3 9 3 4 3
Vardas614 Pavarde614 8 7 10 7 1 10
Vardas615 Pavarde615 5 1 8 7 7 5
Vardas616 Pavarde616 6 1 1 7 5 3
Vardas617 Pavarde617 10 1 2 8 3 1
Vardas618 Pavarde618 6 5 1 9 4 4
Vardas619 Pavarde619 4 4 1 10 3 5
Vardas620 Pavarde620 9 5 1 1 3 1
Vardas621 Pavarde621 10 5 9 6 1 4
Vardas622 Pavarde622 1 4 1 7 2 5
Vardas623 Pavarde623 6 10 4 5 2 5
Vardas624 Pavarde624 3 3 8 10 1 7
Vardas625 Pavarde625 4 5 2 6 6 4
Vardas626 Pavarde626 10 4 8 10 6 10
Vardas627 Pavarde627 4 2 4 3 3 2
Vardas628 Pavarde628 8 4 6 6 7 6
Vardas629 Pavarde629 6 1 1 9 9 8
Vardas630 Pavarde630 3 10 5 2 5 1
Vardas631 Pavarde631 8 2 7 5 5 4
Vardas632 Pavarde632 7 5 2 10 6 2
Vardas633 Pavarde633 5 5 8 1 4 3
Vardas634 Pavarde634 1 10 10 8 5 4
Vardas635 Pavarde635 2 10 2 10 1 3
Vardas636 Pavarde636 5 1 5 3 5 8
Vardas637 Pavarde637 3 10 3 7 8 8
Vardas638 Pavarde638 4 9 5 3 2 9
Vardas639 Pavarde639 5 2 8 6 8 3
Vardas640 Pavarde640 5 4 2 4 1 5
Vardas641 Pavarde641 6 10 7 6 2 5
Vardas642 Pavarde642 3 7 8 10 8 5
Vardas643 Pavarde643 2 8 4 10 6 10
Vardas644 Pavarde644 4 8 10 1 10 8
Vardas645 Pavarde645 3 6 5 4 3 10
Vardas646 Pavarde646 7 7 2 8 8 7
Vardas647 Pavarde647 10 4 5 4 8 7
Vardas648 Pavarde648 1 9 8 3 7 5
Vardas649 Pavarde649 7 10 3 8 6 4
Vardas650 Pavarde650 1 1 1 5 8 9
Vardas651 Pavarde651 7 1 8 5 7 8
Vardas652 Pavarde652 8 2 8 1 5 5
Vardas653 Pavarde653 1 5 3 1 1 4
Vardas654 Pavarde654 6 1 6 5 1 8
Vardas655 Pavarde655 9 10 5 5 4 4
Vardas656 Pavarde656 8 3 5 6 4 2
Vardas657 Pavarde657 1 6 8 8 4 9
Vardas658 Pavarde658 8 4 2 9 7 3
Vardas659 Pavarde659 10 8 1 4 6 5
Vardas660 Pavarde660 1 9 2 1 5 3
Vardas661 Pavarde661 8 8 10 6 3 5
Vardas662 Pavarde662 5 6 2 9 10 10
Vardas663 Pavarde663 8 1 9 6 3 5
Vardas664 Pavarde664 6 9 9 5 9 3
Vardas665 Pavarde665 5 8 2 7 7 2
Vardas666 Pavarde666 9 7 10 5 2 2
Vardas667 Pavarde667 8 7 1 7 9 3
Vardas668 Pavarde668 1 6 8 7 1 7
Vardas669 Pavarde669 9 7 1 6 1 7
Vardas670 Pavarde670 4 8 2 3 8 3
Vardas671 Pavarde671 4 3 9 9 6 4
Vardas672 Pavarde672 8 1 8 6 6 3
Vardas673 Pavarde673 3 2 9 5 3 10
Vardas674 Pavarde674 6 8 3 10 9 7
Vardas675 Pavarde675 6 5 7 4 5 2
Vardas676 Pavarde676 9 7 1 7 9 4
Vardas677 Pavarde677 6 7 3 1 4 1
Vardas678 Pavarde678 4 4 6 9 2 10
Vardas679 Pavarde679 10 7 7 1 6 4
Vardas680 Pavarde680 6 9 10 8 7 5
Vardas681 Pavarde681 8 7 10 3 1 7
Vardas682 Pavarde682 3 9 3 1 6 10
Vardas683 Pavarde683 7 3 9 1 9 2
Vardas684 Pavarde684 6 6 5 5 7 1
Vardas685 Pavarde685 10 3 5 1 9 10
Vardas686 Pavarde686 5 1 2 10 1 9
Vardas687 Pavarde687 6 10 1 5 1 6
Vardas688 Pavarde688 1 10 3 7 7 5
Vardas689 Pavarde689 7 4 7 6 4 10
Vardas690 Pavarde690 8 9 4 4 3 3
Vardas691 Pavarde691 9 8 3 1 7 2
Vardas692 Pavarde692 9 3 10 10 4 7
Vardas693 Pavarde693 3 3 4 7 8 4
Vardas694 Pavarde694 7 4 10 1 4 6
Vardas695 Pavarde695 2 6 7 9 4 10
Vardas696 Pavarde696 5 6 7 6 8 5
Vardas697 Pavarde697 6 9 4 10 3 6
Vardas698 Pavarde698 9 3 1 3 3 10
Vardas699 Pavarde699 1 9 2 8 7 3
Vardas700 Pavarde700 9 8 7 6 5 9
Vardas701 Pavarde701 9 5 4 4 3 1
Vardas702 Pavarde702 3 4 4 1 10 3
Vardas703 Pavarde703 3 4 2 2 2 8
Vardas704 Pavarde704 3 7 5 8 7 3
Vardas705 Pavarde705 8 10 4 2 8 10
Vardas706 Pavarde706 7 7 2 8 4 5
Vardas707 Pavarde707 8 10 1 1 5 8
Vardas708 Pavarde708 1 3 4 9 8 9
Vardas709 Pavarde709 1 10 1 10 2 4
Vardas710 Pavarde710 5 9 7 9 7 3
Vardas711 Pavarde711 8 3 1 2 6 10
Vardas712 Pavarde712 3 8 5 6 6 5
Vardas713 Pavarde713 2 6 5 3 5 5
Vardas714 Pavarde714 5 4 5 9 4 9
Vardas715 Pavarde715 4 8 7 5 10 5
Vardas716 Pavarde716 3 2 4 6 4 7
Vardas717 Pavarde717 4 9 4 5 1 4
Vardas718 Pavarde718 8 3 5 1 3 7
Vardas719 Pavarde719 10 7 8 1 10 10
Vardas720 Pavarde720 9 2 2 5 10 1
Vardas721 Pavarde721 7 10 4 9 6 6
Vardas722 Pavarde722 8 7 8 10 8 9
Vardas723 Pavarde723 7 4 1 10 4 2
Vardas724 Pavarde724 4 7 2 9 6 10
Vardas725 Pavarde725 3 8 4 9 10 3
Vardas726 Pavarde726 4 9 4 2 1 1
Vardas727 Pavarde727 3 3 6 3 7 2
Vardas728 Pavarde728 6 6 8 2 7 1
Vardas729 Pavarde729 8 5 10 4 7 1
Vardas730 Pavarde730 7 1 5 8 3 9
Vardas731 Pavarde731 7 6 8 5 9 2
Vardas732 Pavarde732 6 2 10 8 2 2
Vardas733 Pavarde733 6 8 2 6 4 8
Vardas734 Pavarde734 6 4 6 10 10 10
Vardas735 Pavarde735 6 2 10 4 7 2
Vardas736 Pavarde736 6 4 10 10 10 1
Vardas737 Pavarde737 5 8 2 3 8 8
Vardas738 Pavarde738 5 10 10 5 6 10
Vardas739 Pavarde739 5 8 10 9 8 10
Vardas740 Pavarde740 7 9 7 9 5 1
Vardas741 Pavarde741 2 1 5 3 6 6
Vardas742 Pavarde742 1 9 9 6 3 6
Vardas743 Pavarde743 10 2 9 7 1 6
Vardas744 Pavarde744 6 4 5 1 3 7
Vardas745 Pavarde745 10 10 4 9 3 9
Vardas746 Pavarde746 4 4 7 6 1 10
Vardas747 Pavarde747 6 3 10 3 1 8
Vardas748 Pavarde748 1 5 8 6 4 7
Vardas749 Pavarde749 4 7 8 8 9 1
Vardas750 Pavarde750 10 3 5 9 7 7
Vardas751 Pavarde751 5 5 2 1 8 5
Vardas752 Pavarde752 10 8 7 8 1 6
Vardas753 Pavarde753 3 4 2 7 8 1
Vardas754 Pavarde754 7 9 6 8 4 4
Vardas755 Pavarde755 8 3 1 9 9 4
Vardas756 Pavarde756 5 2 8 7 7 5
Vardas757 Pavarde757 9 4 4 3 2 2
Vardas758 Pavarde758 2 8 1 8 9 6
Vardas759 Pavarde759 4 9 7 4 2 8
Vardas760 Pavarde760 7 2 8 9 8 5
Vardas761 Pavarde761 2 6 7 6 3 2
Vardas762 Pavarde762 5 8 9 7 1 1
Vardas763 Pavarde763 5 4 4 6 3 1
Vardas764 Pavarde764 10 9 2 1 6 10
Vardas765 Pavarde765 5 7 4 5 1 2
Vardas766 Pavarde766 1 10 2 9 3 5
Vardas767 Pavarde767 5 1 4 3 9 5
Vardas768 Pavarde768 2 7 4 8 2 1
Vardas769 Pavarde769 8 4 9 3 4 4
Vardas770 Pavarde770 2 7 5 7 4 3
Vardas771 Pavarde771 9 5 5 4 6 1
Vardas772 Pavarde772 6 3 4 9 9 7
Vardas773 Pavarde773 2 10 2 1 1 1
Vardas774 Pavarde774 9 2 7 7 5 7
Vardas775 Pavarde775 2 3 10 6 1 3
Vardas776 Pavarde776 3 8 9 9 8 3
Vardas777 Pavarde777 3 7 4 3 3 6
Vardas778 Pavarde778 6 1 10 8 7 9
Vardas779 Pavarde779 7 8 4 2 8 3
Vardas780 Pavarde780 9 9 1 4 1 8
Vardas781 Pavarde781 5 3 1 8 9 8
Vardas782 Pavarde782 10 10 1 6 8 1
Vardas783 Pavarde783 5 7 8 1 3 2
Vardas784 Pavarde784 8 6 8 6 2 4
Vardas785 Pavarde785 7 5 6 9 5 3
Vardas786 Pavarde786 10 6 5 3 3 5
Vardas787 Pavarde787 9 4 3 3 3 3
Vardas788 Pavarde788 10 2 6 3 9 9
Vardas789 Pavarde789 10 9 10 6 10 2
Vardas790 Pavarde790 3 2 8 2 7 1
Vardas791 Pavarde791 1 7 2 7 10 10
Vardas792 Pavarde792 7 5 1 7 10 3
Vardas793 Pavarde793 5 7 6 2 7 4
Vardas794 Pavarde794 2 4 8 1 7 6
Vardas795 Pavarde795 5 3 10 9 4 9
Vardas796 Pavarde796 6 1 4 9 7 7
Vardas797 Pavarde797 9 1 3 4 6 8
Vardas798 Pavarde798 2 10 9 1 3 3
Vardas799 Pavarde799 5 2 5 9 8 5
Vardas800 Pavarde800 8 6 6 10 3 7
Vardas801 Pavarde801 6 1 5 3 8 9
Vardas802 Pavarde802 8 4 5 5 8 7
Vardas803 Pavarde803 1 6 3 10 10 1
Vardas804 Pavarde804 2 6 3 8 7 4
Vardas805 Pavarde805 10 4 2 6 6 8
Vardas806 Pavarde806 9 8 5 4 5 4
Vardas807 Pavarde807 1 10 10 9 2 10
Vardas808 Pavarde808 9 6 5 2 2 6
Vardas809 Pavarde809 8 6 4 2 6 9
Vardas810 Pavarde810 9 8 1 8 3 7
Vardas811 Pavarde811 8 7 7 8 1 10
Vardas812 Pavarde812 5 6 9 8 1 8
Vardas813 Pavarde813 2 2 2 4 10 7
Vardas814 Pavarde814 8 1 8 3 4 7
Vardas815 Pavarde815 2 10 4 7 10 7
Vardas816 Pavarde816 5 8 3 8 7 6
Vardas817 Pavarde817 3 5 4 10 3 5
Vardas818 Pavarde818 2 10 8 5 8 3
Vardas819 Pavarde819 8 5 3 6 10 6
Vardas820 Pavarde820 8 8 7 8 8 3
Vardas821 Pavarde821 9 8 1 1 6 3
Vardas822 Pavarde822 7 4 2 8 4 8
Vardas823 Pavarde823 10 1 4 1 9 3
Vardas824 Pavarde824 9 10 2 5 8 5
Vardas825 Pavarde825 3 6 1 5 3 3
Vardas826 Pavarde826 7 7 5 3 2 10
Vardas827 Pavarde827 2 9 5 8 1 5
Vardas828 Pavarde828 2 6 2 7 8 1
Vardas829 Pavarde829 5 6 7 4 2 8
Vardas830 Pavarde830 9 9 10 2 1 7
Vardas831 Pavarde831 4 4 2 10 7 2
Vardas832 Pavarde832 6 5 6 6 6 5
Vardas833 Pavarde833 3 5 3 1 1 1
Vardas834 Pavarde834 6 6 9 2 8 10
Vardas835 Pavarde835 8 7 1 8 4 7
Vardas836 Pavarde836 7 3 2 7 5 3
Vardas837 Pavarde837 3 4 5 4 1 5
Vardas838 Pavarde838 6 6 4 8 4 2
Vardas839 Pavarde839 9 7 10 2 7 9
Vardas840 Pavarde840 6 1 6 3 6 8
Vardas841 Pavarde841 8 6 2 3 3 1
Vardas842 Pavarde842 9 5 2 9 9 1
Vardas843 Pavarde843 4 2 4 4 9 9
Vardas844 Pavarde844 10 7 10 5 6 6
Vardas845 Pavarde845 7 8 6 8 10 7
Vardas846 Pavarde846 8 2 7 8 2 10
Vardas847 Pavarde847 1 3 10 9 7 1
Vardas848 Pavarde848 8 10 5 3 2 4
Vardas849 Pavarde849 7 9 5 3 3 7
Vardas850 Pavarde850 8 10 9 6 3 8
Vardas851 Pavarde851 5 3 6 9 7 8
Vardas852 Pavarde852 10 3 5 7 4 6
Vardas853 Pavarde853 1 9 7 1 4 7
Vardas854 Pavarde854 3 9 3 1 9 1
Vardas855 Pavarde855 5 1 9 3 8 2
Vardas856 Pavarde856 4 10 6 10 10 1
Vardas857 Pavarde857 2 8 2 9 9 2
Vardas858 Pavarde858 9 10 4 6 9 3
Vardas859 Pavarde859 4 8 4 4 9 7
Vardas860 Pavarde860 6 3 10 2 8 7
Vardas861 Pavarde861 8 7 9 4 8 10
Vardas862 Pavarde862 6 8 1 10 2 10
Vardas863 Pavarde863 1 5 9 4 5 7
Vardas864 Pavarde864 3 8 7 9 6 6
Vardas865 Pavarde865 4 6 8 7 2 10
Vardas866 Pavarde866 7 4 7 6 3 9
Vardas867 Pavarde867 2 4 1 6 1 6
Vardas868 Pavarde868 5 6 1 10 7 10
Vardas869 Pavarde869 1 7 10 2 10 10
Vardas870 Pavarde870 3 10 9 2 8 8
Vardas871 Pavarde871 10 2 6 10 3 8
Vardas872 Pavarde872 5 1 4 10 10 3
Vardas873 Pavarde873 4 7 7 7 10 1
Vardas874 Pavarde874 8 10 4 8 4 9
Vardas875 Pavarde875 5 6 1 4 6 6
Vardas876 Pavarde876 5 3 6 1 9 5
Vardas877 Pavarde877 9 6 8 10 2 2
Vardas878 Pavarde878 7 10 7 8 2 5
Vardas879 Pavarde879 7 1 6 1 3 8
Vardas880 Pavarde880 7 1 6 10 7 5
Vardas881 Pavarde881 1 4 5 1 9 8
Vardas882 Pavarde882 7 6 3 10 10 7
Vardas883 Pavarde883 7 9 5 9 6 9
Vardas884 Pavarde884 2 5 3 5 10 1
Vardas885 Pavarde885 2 6 1 10 6 2
Vardas886 Pavarde886 6 4 8 2 7 10
Vardas887 Pavarde887 10 8 2 6 4 7
Vardas888 Pavarde888 2 7 7 10 9 2
Vardas889 Pavarde889 1 2 2 5 8 2
Vardas890 Pavarde890 8 10 6 10 1 2
Vardas891 Pavarde891 2 6 5 3 1 6
Vardas892 Pavarde892 2 6 5 4 9 5
Vardas893 Pavarde893 10 10 4 9 8 9
Vardas894 Pavarde894 3 1 4 6 5 2
Vardas895 Pavarde895 2 1 7 5 10 7
Vardas896 Pavarde896 9 3 3 1 6 10
Vardas897 Pavarde897 5 1 9 7 4 4
Vardas898 Pavarde898 5 3 5 10 7 2
Vardas899 Pavarde899 10 3 2 10 10 4
Vardas900 Pavarde900 9 8 9 4 3 9
Vardas901 Pavarde901 3 8 3 7 5 8
Vardas902 Pavarde902 4 2 4 7 3 10
Vardas903 Pavarde903 8 5 9 6 5 8
Vardas904 Pavarde904 10 6 7 9 5 6
Vardas905 Pavarde905 1 3 5 6 10 9
Vardas906 Pavarde906 6 9 6 4 10 7
Vardas907 Pavarde907 2 3 5 7 9 10
Vardas908 Pavarde908 7 4 8 5 9 9
Vardas909 Pavarde909 5 5 6 9 6 3
Vardas910 Pavarde910 7 2 4 6 10 2
Vardas911 Pavarde911 10 1 2 7 4 1
Vardas912 Pavarde912 5 2 3 8 1 7
Vardas913 Pavarde913 4 2 1 10 8 9
Vardas914 Pavarde914 8 5 5 7 2 3
Vardas915 Pavarde915 5 6 9 10 6 5
Vardas916 Pavarde916 5 9 7 5 3 6
Vardas917 Pavarde917 4 5 10 8 10 8
Vardas918 Pavarde918 7 10 2 8 10 8
Vardas919 Pavarde919 10 2 2 3 5 8
Vardas920 Pavarde920 7 5 3 3 7 9
Vardas921 Pavarde921 2 8 8 1 3 3
Vardas922 Pavarde922 5 5 6 3 9 6
Vardas923 Pavarde923 10 4 2 2 9 10
Vardas924 Pavarde924 5 7 7 2 5 6
Vardas925 Pavarde925 2 5 8 3 4 2
Vardas926 Pavarde926 7 9 7 7 6 1
Vardas927 Pavarde927 2 8 10 6 9 9
Vardas928 Pavarde928 4 6 6 5 4 9
Vardas929 Pavarde929 4 1 7 3 8 2
Vardas930 Pavarde930 7 10 7 10 7 10
Vardas931 Pavarde931 5 1 2 4 9 7
Vardas932 Pavarde932 3 2 6 9 9 4
Vardas933 Pavarde933 1 10 4 9 3 1
Vardas934 Pavarde934 8 6 1 5 3 7
Vardas935 Pavarde935 5 5 5 8 3 4
Vardas936 Pavarde936 3 5 5 2 1 9
Vardas937 Pavarde937 8 3 5 5 7 8
Vardas938 Pavarde938 6 10 6 8 2 7
Vardas939 Pavarde939 1 4 9 6 8 10
Vardas940 Pavarde940 7 2 5 6 7 8
Vardas941 Pavarde941 9 3 7 3 8 1
Vardas942 Pavarde942 3 5 3 2 9 5
Vardas943 Pavarde943 10 7 5 2 3 10
Vardas944 Pavarde944 2 9 9 3 1 7
Vardas945 Pavarde945 5 1 10 7 1 2
Vardas946 Pavarde946 5 2 2 4 1 3
Vardas947 Pavarde947 5 5 4 3 5 3
Vardas948 Pavarde948 8 10 9 7 8 6
Vardas949 Pavarde949 5 2 3 8 2 5
Vardas950 Pavarde950 3 10 9 7 6 2
Vardas951 Pavarde951 9 9 4 6 7 2
Vardas952 Pavarde952 10 3 7 10 4 3
Vardas953 Pavarde953 3 8 9 8 8 2
Vardas954 Pavarde954 7 6 9 3 2 9
Vardas955 Pavarde955 1 10 3 1 4 8
Vardas956 Pavarde956 5 5 10 9 6 2
Vardas957 Pavarde957 7 5 2 4 9 3
Vardas958 Pavarde958 8 5 6 2 3 9
Vardas959 Pavarde959 5 5 1 10 4 1
Vardas960 Pavarde960 10 7 2 5 6 8
Vardas961 Pavarde961 1 6 9 10 7 5
Vardas962 Pavarde962 8 5 7 5 9 4
Vardas963 Pavarde963 3 5 1 3 6 6
Vardas964 Pavarde964 2 9 7 1 2 5
Vardas965 Pavarde965 9 9 7 1 4 6
Vardas966 Pavarde966 1 3 1 5 5 1
Vardas967 Pavarde967 2 7 3 9 3 2
Vardas968 Pavarde968 6 10 3 9 9 7
Vardas969 Pavarde969 6 9 6 2 4 10
Vardas970 Pavarde970 8 1 8 2 5 1
Vardas971 Pavarde971 3 9 10 2 9 5
Vardas972 Pavarde972 5 8 10 5 8 3
Vardas973 Pavarde973 10 4 2 3 7 2
Vardas974 Pavarde974 1 5 4 6 8 5
Vardas975 Pavarde975 8 9 5 9 2 1
Vardas976 Pavarde976 6 5 8 9 5 6
Vardas977 Pavarde977 8 2 3 6 5 10
Vardas978 Pavarde978 3 8 7 1 7 10
Vardas979 Pavarde979 9 1 3 7 2 9
Vardas980 Pavarde980 5 9 1 9 5 9
Vardas981 Pavarde981 4 2 9 1 4 9
Vardas982 Pavarde982 10 8 6 10 8 4
Vardas983 Pavarde983 8 4 5 9 6 4
Vardas984 Pavarde984 3 9 2 8 5 2
Vardas985 Pavarde985 3 8 5 10 9 1
Vardas986 Pavarde986 1 4 8 8 8 4
Vardas987 Pavarde987 5 1 10 9 5 3
Vardas988 Pavarde988 4 8 4 3 4 4
Vardas989 Pavarde989 2 3 7 5 7 6
Vardas990 Pavarde990 4 3 1 2 8 2
Vardas991 Pavarde991 9 2 7 10 7 7
Vardas992 Pavarde992 4 10 8 4 2 5
Vardas993 Pavarde993 3 10 9 7 7 1
Vardas994 Pavarde994 7 9 2 6 8 9
Vardas995 Pavarde995 4 10 9 1 2 9
Vardas996 Pavarde996 5 2 10 9 9 2
Vardas997 Pavarde997 10 5 10 2 7 6
Vardas998 Pavarde998 1 1 6 8 8 2
Vardas999 Pavarde999 10 8 8 5 2 7
Vardas1000 Pavarde1000 1 4 2 2 1 10
