Vardas     Pavarde    ND1  ND2  ND3  ND4  ND5  Egzaminas
Vardas2868 Pavarde2868 4 3 1 4 4 1
Vardas2869 Pavarde2869 10 7 9 6 2 3
Vardas2870 Pavarde2870 1 1 6 6 5 4
Vardas2871 Pavarde2871 6 7 3 8 5 9
Vardas2872 Pavarde2872 6 10 1 5 3 7
Vardas2873 Pavarde2873 1 3 3 8 8 1
Vardas2874 Pavarde2874 3 1 10 3 1 7
Vardas2875 Pavarde2875 3 6 5 5 4 6
Vardas2876 Pavarde2876 5 1 2 8 9 7
Vardas2877 Pavarde2877 1 7 7 7 2 5
Vardas2878 Pavarde2878 10 9 5 6 8 6
Vardas2879 Pavarde2879 10 10 6 1 1 8
Vardas2880 Pavarde2880 6 2 2 10 7 10
Vardas2881 Pavarde2881 5 5 1 8 4 4
Vardas2882 Pavarde2882 2 9 9 8 9 6
Vardas2883 Pavarde2883 8 1 8 7 7 8
Vardas2884 Pavarde2884 6 6 9 3 5 7
Vardas2885 Pavarde2885 1 3 3 6 5 1
Vardas2886 Pavarde2886 8 1 10 7 8 9
Vardas2887 Pavarde2887 2 7 5 10 4 9
Vardas2888 Pavarde2888 10 5 3 10 5 9
Vardas2889 Pavarde2889 1 9 7 7 5 4
Vardas2890 Pavarde2890 6 4 2 8 9 9
Vardas2891 Pavarde2891 7 2 6 10 6 6
Vardas2892 Pavarde2892 8 8 3 2 9 7
Vardas2893 Pavarde2893 4 5 6 7 9 4
Vardas2894 Pavarde2894 5 1 2 7 3 9
Vardas2895 Pavarde2895 2 7 1 4 3 1
Vardas2896 Pavarde2896 3 9 9 10 3 3
Vardas2897 Pavarde2897 8 4 3 6 3 7
Vardas2898 Pavarde2898 10 1 3 2 10 9
Vardas2899 Pavarde2899 7 1 5 5 1 1
Vardas2900 Pavarde2900 10 7 8 5 4 7
Vardas2901 Pavarde2901 1 6 6 8 6 10
Vardas2902 Pavarde2902 2 3 5 6 9 7
Vardas2903 Pavarde2903 4 9 10 4 8 4
Vardas2904 Pavarde2904 10 2 4 1 8 5
Vardas2905 Pavarde2905 7 1 7 9 7 10
Vardas2906 Pavarde2906 1 6 8 1 2 4
Vardas2907 Pavarde2907 4 10 4 8 9 8
Vardas2908 Pavarde2908 7 2 4 8 7 2
Vardas2909 Pavarde2909 1 7 3 2 9 3
Vardas2910 Pavarde2910 8 4 5 1 9 2
Vardas2911 Pavarde2911 2 1 3 1 1 4
Vardas2912 Pavarde2912 3 5 4 1 5 3
Vardas2913 Pavarde2913 5 3 8 10 5 10
Vardas2914 Pavarde2914 10 3 4 5 6 4
Vardas2915 Pavarde2915 9 6 4 10 1 2
Vardas2916 Pavarde2916 8 4 10 9 5 3
Vardas2917 Pavarde2917 10 8 5 10 7 6
Vardas2918 Pavarde2918 6 2 4 4 7 3
Vardas2919 Pavarde2919 6 7 8 5 7 3
Vardas2920 Pavarde2920 2 9 4 6 7 10
Vardas2921 Pavarde2921 6 1 6 7 1 4
Vardas2922 Pavarde2922 3 7 5 10 7 9
Vardas2923 Pavarde2923 3 3 5 4 3 8
Vardas2924 Pavarde2924 5 3 5 3 1 9
Vardas2925 Pavarde2925 2 5 9 5 1 2
Vardas2926 Pavarde2926 5 9 6 4 7 9
Vardas2927 Pavarde2927 5 10 6 2 10 1
Vardas2928 Pavarde2928 6 8 7 2 6 4
Vardas2929 Pavarde2929 4 2 7 5 4 6
Vardas2930 Pavarde2930 1 4 4 6 5 1
Vardas2931 Pavarde2931 3 8 7 2 10 4
Vardas2932 Pavarde2932 8 3 4 7 4 1
Vardas2933 Pavarde2933 10 4 3 8 2 7
Vardas2934 Pavarde2934 3 3 1 1 4 5
Vardas2935 Pavarde2935 5 4 2 1 1 7
Vardas2936 Pavarde2936 8 2 9 8 9 9
Vardas2937 Pavarde2937 10 10 2 6 8 9
Vardas2938 Pavarde2938 6 2 5 8 5 2
Vardas2939 Pavarde2939 2 3 7 4 5 4
Vardas2940 Pavarde2940 1 3 3 7 7 7
Vardas2941 Pavarde2941 8 10 9 8 3 7
Vardas2942 Pavarde2942 10 2 2 5 2 1
Vardas2943 Pavarde2943 2 8 1 5 7 4
Vardas2944 Pavarde2944 10 1 9 5 10 4
Vardas2945 Pavarde2945 3 4 4 8 3 9
Vardas2946 Pavarde2946 8 2 9 6 6 1
Vardas2947 Pavarde2947 6 3 1 6 1 8
Vardas2948 Pavarde2948 1 7 4 10 6 3
Vardas2949 Pavarde2949 7 7 9 2 6 8
Vardas2950 Pavarde2950 6 3 1 5 2 10
Vardas2951 Pavarde2951 6 7 8 4 9 9
Vardas2952 Pavarde2952 5 2 2 3 1 3
Vardas2953 Pavarde2953 9 10 2 9 2 1
Vardas2954 Pavarde2954 6 5 8 5 9 2
Vardas2955 Pavarde2955 4 4 1 7 5 2
Vardas2956 Pavarde2956 10 10 4 4 5 5
Vardas2957 Pavarde2957 5 3 8 10 4 9
Vardas2958 Pavarde2958 3 5 6 8 8 10
Vardas2959 Pavarde2959 10 8 8 1 2 5
Vardas2960 Pavarde2960 10 9 1 4 7 9
Vardas2961 Pavarde2961 8 3 2 6 1 3
Vardas2962 Pavarde2962 3 4 7 6 9 5
Vardas2963 Pavarde2963 9 5 1 1 5 10
Vardas2964 Pavarde2964 5 5 4 5 10 4
Vardas2965 Pavarde2965 1 7 8 10 5 4
Vardas2966 Pavarde2966 2 8 6 8 1 9
Vardas2967 Pavarde2967 9 9 4 1 4 8
Vardas2968 Pavarde2968 7 4 3 5 2 9
Vardas2969 Pavarde2969 9 5 3 6 2 4
Vardas2970 Pavarde2970 3 4 2 1 7 6
Vardas2971 Pavarde2971 7 6 5 10 9 1
Vardas2972 Pavarde2972 1 2 2 7 1 1
Vardas2973 Pavarde2973 4 5 4 8 5 6
Vardas2974 Pavarde2974 10 9 9 10 6 2
Vardas2975 Pavarde2975 1 2 2 2 2 4
Vardas2976 Pavarde2976 4 7 2 7 8 10
Vardas2977 Pavarde2977 1 10 7 2 2 10
Vardas2978 Pavarde2978 8 8 6 1 6 2
Vardas2979 Pavarde2979 5 2 5 4 8 8
Vardas2980 Pavarde2980 8 10 4 7 3 4
Vardas2981 Pavarde2981 1 10 7 7 9 2
Vardas2982 Pavarde2982 7 10 1 10 9 6
Vardas2983 Pavarde2983 1 6 3 10 1 5
Vardas2984 Pavarde2984 10 1 10 9 4 5
Vardas2985 Pavarde2985 6 6 5 7 8 10
Vardas2986 Pavarde2986 6 4 1 1 9 3
Vardas2987 Pavarde2987 7 1 5 1 1 10
Vardas2988 Pavarde2988 8 6 1 5 9 4
Vardas2989 Pavarde2989 9 5 3 9 7 1
Vardas2990 Pavarde2990 9 6 6 5 8 1
Vardas2991 Pavarde2991 9 1 4 4 5 10
Vardas2992 Pavarde2992 10 1 4 5 4 8
Vardas2993 Pavarde2993 5 4 2 5 6 8
Vardas2994 Pavarde2994 2 6 3 2 6 7
Vardas2995 Pavarde2995 9 5 8 3 3 4
Vardas2996 Pavarde2996 4 8 9 8 8 7
Vardas2997 Pavarde2997 3 7 1 9 4 2
Vardas2998 Pavarde2998 9 1 8 1 6 1
Vardas2999 Pavarde2999 5 1 2 4 9 6
Vardas3000 Pavarde3000 10 6 4 10 3 9
Vardas3001 Pavarde3001 2 10 7 8 4 6
Vardas3002 Pavarde3002 10 7 5 10 1 2
Vardas3003 Pavarde3003 4 7 4 6 2 4
Vardas3004 Pavarde3004 7 2 10 9 9 8
Vardas3005 Pavarde3005 9 2 1 5 3 10
Vardas3006 Pavarde3006 2 8 1 5 2 10
Vardas3007 Pavarde3007 4 1 7 2 6 7
Vardas3008 Pavarde3008 8 3 4 6 1 7
Vardas3009 Pavarde3009 8 2 9 6 1 10
Vardas3010 Pavarde3010 4 4 4 6 6 3
Vardas3011 Pavarde3011 3 8 7 3 7 2
Vardas3012 Pavarde3012 3 6 10 7 10 3
Vardas3013 Pavarde3013 2 8 3 4 1 1
Vardas3014 Pavarde3014 7 7 1 2 9 1
Vardas3015 Pavarde3015 1 2 7 7 7 6
Vardas3016 Pavarde3016 6 4 4 3 7 1
Vardas3017 Pavarde3017 8 2 6 7 6 8
Vardas3018 Pavarde3018 2 6 10 6 7 3
Vardas3019 Pavarde3019 8 10 4 9 1 3
Vardas3020 Pavarde3020 6 9 1 1 10 4
Vardas3021 Pavarde3021 1 2 2 6 2 1
Vardas3022 Pavarde3022 4 2 9 5 9 5
Vardas3023 Pavarde3023 8 9 7 10 5 1
Vardas3024 Pavarde3024 6 1 6 5 5 3
Vardas3025 Pavarde3025 7 6 1 9 10 7
Vardas3026 Pavarde3026 10 5 9 3 8 6
Vardas3027 Pavarde3027 8 2 1 9 9 2
Vardas3028 Pavarde3028 3 3 3 6 1 1
Vardas3029 Pavarde3029 8 1 6 7 3 9
Vardas3030 Pavarde3030 6 7 2 5 9 9
Vardas3031 Pavarde3031 2 1 8 10 5 8
Vardas3032 Pavarde3032 1 9 3 1 5 10
Vardas3033 Pavarde3033 9 3 1 6 9 7
Vardas3034 Pavarde3034 6 3 5 2 2 1
Vardas3035 Pavarde3035 8 7 10 9 2 7
Vardas3036 Pavarde3036 9 9 8 5 6 9
Vardas3037 Pavarde3037 4 6 10 1 2 4
Vardas3038 Pavarde3038 6 10 1 5 9 5
Vardas3039 Pavarde3039 5 10 8 9 8 6
Vardas3040 Pavarde3040 8 9 7 5 3 5
Vardas3041 Pavarde3041 7 6 8 2 1 9
Vardas3042 Pavarde3042 2 6 3 9 3 5
Vardas3043 Pavarde3043 4 5 4 6 1 6
Vardas3044 Pavarde3044 2 4 10 10 7 8
Vardas3045 Pavarde3045 1 3 9 9 10 4
Vardas3046 Pavarde3046 1 8 6 5 7 3
Vardas3047 Pavarde3047 6 6 1 1 1 1
Vardas3048 Pavarde3048 3 10 3 6 7 10
Vardas3049 Pavarde3049 4 3 6 1 7 9
Vardas3050 Pavarde3050 2 4 1 3 5 10
Vardas3051 Pavarde3051 1 10 10 4 4 6
Vardas3052 Pavarde3052 4 10 3 5 3 1
Vardas3053 Pavarde3053 4 6 9 9 7 6
Vardas3054 Pavarde3054 1 6 8 10 4 2
Vardas3055 Pavarde3055 5 2 4 7 8 4
Vardas3056 Pavarde3056 9 4 1 6 8 5
Vardas3057 Pavarde3057 4 7 5 7 9 9
Vardas3058 Pavarde3058 3 2 10 10 9 4
Vardas3059 Pavarde3059 9 7 3 9 1 3
Vardas3060 Pavarde3060 2 6 4 3 7 9
Vardas3061 Pavarde3061 3 6 1 10 5 6
Vardas3062 Pavarde3062 2 6 10 10 3 9
Vardas3063 Pavarde3063 8 7 6 8 3 8
Vardas3064 Pavarde3064 7 3 3 8 8 5
Vardas3065 Pavarde3065 7 8 7 2 2 1
Vardas3066 Pavarde3066 4 7 7 4 8 9
Vardas3067 Pavarde3067 8 3 5 3 3 8
Vardas3068 Pavarde3068 9 2 10 8 7 10
Vardas3069 Pavarde3069 7 1 6 3 8 3
Vardas3070 Pavarde3070 3 6 7 3 7 6
Vardas3071 Pavarde3071 10 2 5 5 10 1
Vardas3072 Pavarde3072 9 10 5 3 4 3
Vardas3073 Pavarde3073 7 3 6 8 10 7
Vardas3074 Pavarde3074 7 7 2 5 9 9
Vardas3075 Pavarde3075 7 5 10 6 2 1
Vardas3076 Pavarde3076 6 5 10 7 4 4
Vardas3077 Pavarde3077 10 4 5 9 10 9
Vardas3078 Pavarde3078 3 9 3 3 6 9
Vardas3079 Pavarde3079 5 8 2 3 3 1
Vardas3080 Pavarde3080 1 8 5 1 3 5
Vardas3081 Pavarde3081 9 1 1 8 9 6
Vardas3082 Pavarde3082 8 4 2 10 10 1
Vardas3083 Pavarde3083 6 8 10 2 7 9
Vardas3084 Pavarde3084 1 3 10 9 8 6
Vardas3085 Pavarde3085 7 8 3 9 2 9
Vardas3086 Pavarde3086 9 6 10 3 4 6
Vardas3087 Pavarde3087 9 4 7 1 6 1
Vardas3088 Pavarde3088 6 6 3 7 8 3
Vardas3089 Pavarde3089 5 6 9 5 2 10
Vardas3090 Pavarde3090 5 3 1 6 1 10
Vardas3091 Pavarde3091 8 1 10 10 4 1
Vardas3092 Pavarde3092 8 8 4 5 10 6
Vardas3093 Pavarde3093 9 1 10 2 5 7
Vardas3094 Pavarde3094 10 5 4 3 10 2
Vardas3095 Pavarde3095 5 9 9 6 9 1
Vardas3096 Pavarde3096 9 6 7 7 9 7
Vardas3097 Pavarde3097 2 2 5 10 6 4
Vardas3098 Pavarde3098 2 9 8 1 5 8
Vardas3099 Pavarde3099 6 7 10 8 5 4
Vardas3100 Pavarde3100 8 4 2 10 2 9
Vardas3101 Pavarde3101 5 9 7 7 9 8
Vardas3102 Pavarde3102 3 6 1 1 10 3
Vardas3103 Pavarde3103 3 2 1 5 7 3
Vardas3104 Pavarde3104 10 3 3 9 6 7
Vardas3105 Pavarde3105 7 3 10 10 6 9
Vardas3106 Pavarde3106 5 3 5 9 7 2
Vardas3107 Pavarde3107 6 3 10 10 6 9
Vardas3108 Pavarde3108 2 7 4 4 10 5
Vardas3109 Pavarde3109 5 6 1 8 5 1
Vardas3110 Pavarde3110 1 4 8 3 9 3
Vardas3111 Pavarde3111 7 4 2 4 6 2
Vardas3112 Pavarde3112 7 7 2 9 9 5
Vardas3113 Pavarde3113 6 6 1 3 10 3
Vardas3114 Pavarde3114 4 2 2 4 2 10
Vardas3115 Pavarde3115 4 3 2 9 3 7
Vardas3116 Pavarde3116 6 4 6 3 4 5
Vardas3117 Pavarde3117 3 7 5 9 9 3
Vardas3118 Pavarde3118 7 9 6 7 8 6
Vardas3119 Pavarde3119 1 9 9 2 7 8
Vardas3120 Pavarde3120 8 5 6 7 7 5
Vardas3121 Pavarde3121 2 3 9 2 1 3
Vardas3122 Pavarde3122 6 8 6 4 8 1
Vardas3123 Pavarde3123 3 7 5 6 10 7
Vardas3124 Pavarde3124 1 3 7 3 3 7
Vardas3125 Pavarde3125 1 4 1 9 6 4
Vardas3126 Pavarde3126 3 2 8 4 2 7
Vardas3127 Pavarde3127 8 2 3 5 2 3
Vardas3128 Pavarde3128 7 8 9 9 3 10
Vardas3129 Pavarde3129 3 9 9 6 10 6
Vardas3130 Pavarde3130 8 4 7 6 7 6
Vardas3131 Pavarde3131 6 4 1 5 3 6
Vardas3132 Pavarde3132 7 6 7 1 4 8
Vardas3133 Pavarde3133 9 8 10 4 9 7
Vardas3134 Pavarde3134 3 2 1 3 9 7
Vardas3135 Pavarde3135 8 3 10 7 8 1
Vardas3136 Pavarde3136 2 10 1 10 10 2
Vardas3137 Pavarde3137 3 2 4 1 9 7
Vardas3138 Pavarde3138 8 4 10 10 10 6
Vardas3139 Pavarde3139 4 8 6 9 2 2
Vardas3140 Pavarde3140 5 5 6 9 8 5
Vardas3141 Pavarde3141 2 1 5 4 1 7
Vardas3142 Pavarde3142 2 1 2 2 5 1
Vardas3143 Pavarde3143 4 5 8 10 2 3
Vardas3144 Pavarde3144 8 1 3 1 8 9
Vardas3145 Pavarde3145 4 5 5 1 7 7
Vardas3146 Pavarde3146 7 9 4 1 9 2
Vardas3147 Pavarde3147 5 7 1 9 4 5
Vardas3148 Pavarde3148 9 9 6 4 1 9
Vardas3149 Pavarde3149 10 3 6 10 2 6
Vardas3150 Pavarde3150 5 8 5 8 6 4
Vardas3151 Pavarde3151 9 7 8 10 3 9
Vardas3152 Pavarde3152 3 3 10 1 4 2
Vardas3153 Pavarde3153 6 5 2 10 9 1
Vardas3154 Pavarde3154 5 5 2 10 3 5
Vardas3155 Pavarde3155 5 10 1 10 6 7
Vardas3156 Pavarde3156 5 9 3 6 6 3
Vardas3157 Pavarde3157 9 4 1 9 4 3
Vardas3158 Pavarde3158 8 4 4 7 4 2
Vardas3159 Pavarde3159 7 5 7 3 7 2
Vardas3160 Pavarde3160 5 8 7 8 3 7
Vardas3161 Pavarde3161 3 8 7 2 6 6
Vardas3162 Pavarde3162 10 10 3 9 6 6
Vardas3163 Pavarde3163 8 6 7 5 8 4
Vardas3164 Pavarde3164 1 10 7 8 6 2
Vardas3165 Pavarde3165 2 2 3 5 7 5
Vardas3166 Pavarde3166 8 1 4 10 9 5
Vardas3167 Pavarde3167 7 7 2 4 8 6
Vardas3168 Pavarde3168 6 6 5 10 3 6
Vardas3169 Pavarde3169 5 8 8 8 7 8
Vardas3170 Pavarde3170 3 3 4 3 7 3
Vardas3171 Pavarde3171 10 10 6 9 9 1
Vardas3172 Pavarde3172 7 6 9 6 7 5
Vardas3173 Pavarde3173 9 2 9 10 3 7
Vardas3174 Pavarde3174 4 1 9 4 1 1
Vardas3175 Pavarde3175 7 6 10 4 5 7
Vardas3176 Pavarde3176 9 6 10 2 8 2
Vardas3177 Pavarde3177 2 4 10 8 9 7
Vardas3178 Pavarde3178 1 9 4 1 3 4
Vardas3179 Pavarde3179 3 3 8 2 8 9
Vardas3180 Pavarde3180 10 6 10 5 1 7
Vardas3181 Pavarde3181 10 7 7 2 8 9
Vardas3182 Pavarde3182 3 9 9 2 2 7
Vardas3183 Pavarde3183 2 6 7 6 3 5
Vardas3184 Pavarde3184 1 10 2 5 4 9
Vardas3185 Pavarde3185 10 6 5 2 10 6
Vardas3186 Pavarde3186 5 4 6 7 3 7
Vardas3187 Pavarde3187 10 1 2 6 1 2
Vardas3188 Pavarde3188 8 7 7 10 1 6
Vardas3189 Pavarde3189 10 3 6 2 10 4
Vardas3190 Pavarde3190 6 5 4 4 3 10
Vardas3191 Pavarde3191 7 4 2 5 1 6
Vardas3192 Pavarde3192 1 1 1 2 10 10
Vardas3193 Pavarde3193 9 7 4 7 6 7
Vardas3194 Pavarde3194 2 8 3 7 6 4
Vardas3195 Pavarde3195 6 6 7 8 2 4
Vardas3196 Pavarde3196 2 5 8 9 5 7
Vardas3197 Pavarde3197 3 8 3 7 9 9
Vardas3198 Pavarde3198 2 10 5 9 5 7
Vardas3199 Pavarde3199 9 6 6 10 10 7
Vardas3200 Pavarde3200 10 7 4 7 4 6
Vardas3201 Pavarde3201 7 7 6 1 3 6
Vardas3202 Pavarde3202 2 3 8 8 3 7
Vardas3203 Pavarde3203 1 2 6 5 9 7
Vardas3204 Pavarde3204 1 2 3 8 9 10
Vardas3205 Pavarde3205 7 4 1 5 3 1
Vardas3206 Pavarde3206 9 1 10 1 4 1
Vardas3207 Pavarde3207 4 5 7 10 3 4
Vardas3208 Pavarde3208 6 5 10 1 3 10
Vardas3209 Pavarde3209 5 9 10 2 1 2
Vardas3210 Pavarde3210 7 2 4 5 6 3
Vardas3211 Pavarde3211 9 1 10 8 2 2
Vardas3212 Pavarde3212 8 5 5 2 8 6
Vardas3213 Pavarde3213 10 4 10 2 7 5
Vardas3214 Pavarde3214 10 5 1 5 4 5
Vardas3215 Pavarde3215 4 7 3 5 7 5
Vardas3216 Pavarde3216 8 1 2 10 9 10
Vardas3217 Pavarde3217 1 1 3 7 2 3
Vardas3218 Pavarde3218 4 8 6 8 1 10
Vardas3219 Pavarde3219 6 3 3 9 2 8
Vardas3220 Pavarde3220 4 4 4 10 2 3
Vardas3221 Pavarde3221 3 1 8 6 5 1
Vardas3222 Pavarde3222 4 10 4 1 5 8
Vardas3223 Pavarde3223 6 8 2 5 7 4
Vardas3224 Pavarde3224 8 9 1 9 5 7
Vardas3225 Pavarde3225 1 8 8 2 9 9
Vardas3226 Pavarde3226 6 5 3 6 1 7
Vardas3227 Pavarde3227 1 5 1 5 4 8
Vardas3228 Pavarde3228 5 2 9 8 9 4
Vardas3229 Pavarde3229 9 2 4 5 8 2
Vardas3230 Pavarde3230 6 3 7 7 2 1
Vardas3231 Pavarde3231 4 8 1 1 9 3
Vardas3232 Pavarde3232 4 3 9 1 3 10
Vardas3233 Pavarde3233 4 1 7 10 10 7
Vardas3234 Pavarde3234 7 10 2 2 9 8
Vardas3235 Pavarde3235 6 5 6 10 4 3
Vardas3236 Pavarde3236 1 8 2 8 1 2
Vardas3237 Pavarde3237 9 10 5 9 6 2
Vardas3238 Pavarde3238 6 6 6 8 1 5
Vardas3239 Pavarde3239 3 5 9 2 8 2
Vardas3240 Pavarde3240 8 5 1 8 1 10
Vardas3241 Pavarde3241 3 7 5 4 1 10
Vardas3242 Pavarde3242 2 6 1 1 10 4
Vardas3243 Pavarde3243 6 9 10 3 2 9
Vardas3244 Pavarde3244 10 5 10 7 8 8
Vardas3245 Pavarde3245 9 2 2 4 2 4
Vardas3246 Pavarde3246 4 9 9 6 4 6
Vardas3247 Pavarde3247 10 5 7 1 3 1
Vardas3248 Pavarde3248 5 1 1 4 1 1
Vardas3249 Pavarde3249 10 10 8 8 9 8
Vardas3250 Pavarde3250 4 4 8 6 4 4
Vardas3251 Pavarde3251 7 6 10 2 4 9
Vardas3252 Pavarde3252 6 8 4 6 1 8
Vardas3253 Pavarde3253 10 1 4 4 2 10
Vardas3254 Pavarde3254 6 10 2 3 10 10
Vardas3255 Pavarde3255 7 5 7 3 7 7
Vardas3256 Pavarde3256 5 2 5 1 5 9
Vardas3257 Pavarde3257 10 1 2 9 1 2
Vardas3258 Pavarde3258 8 7 6 1 1 5
Vardas3259 Pavarde3259 9 7 3 3 10 9
Vardas3260 Pavarde3260 6 5 7 2 7 1
Vardas3261 Pavarde3261 8 8 5 5 8 2
Vardas3262 Pavarde3262 8 10 9 10 2 7
Vardas3263 Pavarde3263 8 1 5 7 4 4
Vardas3264 Pavarde3264 7 4 1 5 6 6
Vardas3265 Pavarde3265 1 2 9 2 2 7
Vardas3266 Pavarde3266 3 9 6 6 9 1
Vardas3267 Pavarde3267 2 10 4 4 4 7
Vardas3268 Pavarde3268 2 5 9 10 5 6
Vardas3269 Pavarde3269 6 7 1 5 2 9
Vardas3270 Pavarde3270 4 2 7 3 3 5
Vardas3271 Pavarde3271 7 2 5 9 8 5
Vardas3272 Pavarde3272 10 5 10 1 7 10
Vardas3273 Pavarde3273 4 7 4 10 3 3
Vardas3274 Pavarde3274 9 10 10 1 1 2
Vardas3275 Pavarde3275 10 6 9 5 4 4
Vardas3276 Pavarde3276 3 1 9 8 7 8
Vardas3277 Pavarde3277 5 5 10 1 8 6
Vardas3278 Pavarde3278 8 8 6 5 1 8
Vardas3279 Pavarde3279 5 8 8 5 7 6
Vardas3280 Pavarde3280 10 6 2 9 1 2
Vardas3281 Pavarde3281 2 4 10 5 3 2
Vardas3282 Pavarde3282 10 7 9 1 9 7
Vardas3283 Pavarde3283 6 6 3 8 4 5
Vardas3284 Pavarde3284 3 6 2 10 4 9
Vardas3285 Pavarde3285 7 10 4 5 2 1
Vardas3286 Pavarde3286 3 1 3 3 2 7
Vardas3287 Pavarde3287 7 1 2 7 6 7
Vardas3288 Pavarde3288 7 10 1 1 2 9
Vardas3289 Pavarde3289 1 7 1 8 5 6
Vardas3290 Pavarde3290 10 7 5 9 1 6
Vardas3291 Pavarde3291 2 5 7 1 5 5
Vardas3292 Pavarde3292 1 6 10 5 5 5
Vardas3293 Pavarde3293 6 2 6 5 4 8
Vardas3294 Pavarde3294 9 1 6 7 4 10
Vardas3295 Pavarde3295 8 9 5 6 1 3
Vardas3296 Pavarde3296 8 1 9 5 10 8
Vardas3297 Pavarde3297 6 7 1 7 10 3
Vardas3298 Pavarde3298 7 4 4 4 3 5
Vardas3299 Pavarde3299 2 7 2 8 7 10
Vardas3300 Pavarde3300 4 5 9 8 5 5
Vardas3301 Pavarde3301 6 6 8 6 10 8
Vardas3302 Pavarde3302 2 1 10 10 3 4
Vardas3303 Pavarde3303 6 10 9 3 6 8
Vardas3304 Pavarde3304 2 7 8 1 1 8
Vardas3305 Pavarde3305 1 6 7 2 10 6
Vardas3306 Pavarde3306 4 1 3 3 7 3
Vardas3307 Pavarde3307 10 8 4 4 6 3
Vardas3308 Pavarde3308 10 5 5 5 10 8
Vardas3309 Pavarde3309 8 5 2 6 5 6
Vardas3310 Pavarde3310 5 7 2 5 2 9
Vardas3311 Pavarde3311 5 6 3 4 8 3
Vardas3312 Pavarde3312 1 10 6 4 2 3
Vardas3313 Pavarde3313 10 4 7 10 8 7
Vardas3314 Pavarde3314 9 2 7 8 9 9
Vardas3315 Pavarde3315 9 8 6 7 10 8
Vardas3316 Pavarde3316 10 5 10 4 4 1
Vardas3317 Pavarde3317 9 9 5 4 3 7
Vardas3318 Pavarde3318 9 7 4 9 4 1
Vardas3319 Pavarde3319 1 8 6 3 7 4
Vardas3320 Pavarde3320 7 6 4 10 4 2
Vardas3321 Pavarde3321 6 8 10 1 9 9
Vardas3322 Pavarde3322 9 9 2 5 9 7
Vardas3323 Pavarde3323 2 5 4 5 6 6
Vardas3324 Pavarde3324 1 3 9 9 1 5
Vardas3325 Pavarde3325 10 7 3 3 10 1
Vardas3326 Pavarde3326 1 10 2 2 4 4
Vardas3327 Pavarde3327 4 3 9 8 3 8
Vardas3328 Pavarde3328 9 7 8 7 3 10
Vardas3329 Pavarde3329 7 1 10 5 10 1
Vardas3330 Pavarde3330 9 3 8 10 7 10
Vardas3331 Pavarde3331 8 4 2 5 4 7
Vardas3332 Pavarde3332 4 4 3 7 9 5
Vardas3333 Pavarde3333 1 9 4 9 10 3
Vardas3334 Pavarde3334 6 4 8 5 2 10
Vardas3335 Pavarde3335 8 3 7 7 8 6
Vardas3336 Pavarde3336 10 1 3 6 3 10
Vardas3337 Pavarde3337 2 9 10 5 6 10
Vardas3338 Pavarde3338 10 2 6 1 7 7
Vardas3339 Pavarde3339 5 7 5 3 2 9
Vardas3340 Pavarde3340 2 7 10 5 8 8
Vardas3341 Pavarde3341 2 8 5 4 9 5
Vardas3342 Pavarde3342 2 2 2 9 8 5
Vardas3343 Pavarde3343 7 8 8 7 10 10
Vardas3344 Pavarde3344 5 9 2 6 10 4
Vardas3345 Pavarde3345 1 6 10 8 4 1
Vardas3346 Pavarde3346 1 4 5 2 2 4
Vardas3347 Pavarde3347 8 3 3 4 6 10
Vardas3348 Pavarde3348 3 4 7 10 9 3
Vardas3349 Pavarde3349 6 6 10 3 6 9
Vardas3350 Pavarde3350 1 8 10 5 5 10
Vardas3351 Pavarde3351 10 6 9 4 2 3
Vardas3352 Pavarde3352 8 2 2 5 10 10
Vardas3353 Pavarde3353 8 4 1 1 5 4
Vardas3354 Pavarde3354 2 3 5 6 5 6
Vardas3355 Pavarde3355 2 7 5 5 10 3
Vardas3356 Pavarde3356 2 10 9 8 8 7
Vardas3357 Pavarde3357 7 10 10 3 4 8
Vardas3358 Pavarde3358 9 6 4 7 4 6
Vardas3359 Pavarde3359 6 4 5 9 2 5
Vardas3360 Pavarde3360 5 6 10 1 10 3
Vardas3361 Pavarde3361 4 8 7 5 4 4
Vardas3362 Pavarde3362 4 6 6 2 2 10
Vardas3363 Pavarde3363 9 4 2 6 10 2
Vardas3364 Pavarde3364 6 8 8 8 6 9
Vardas3365 Pavarde3365 8 3 7 9 8 2
Vardas3366 Pavarde3366 9 6 4 6 8 5
Vardas3367 Pavarde3367 6 7 7 3 2 2
Vardas3368 Pavarde3368 4 1 6 9 5 2
Vardas3369 Pavarde3369 3 9 3 1 8 2
Vardas3370 Pavarde3370 8 5 6 9 6 5
Vardas3371 Pavarde3371 6 4 6 4 2 10
Vardas3372 Pavarde3372 1 10 10 4 3 1
Vardas3373 Pavarde3373 5 2 7 10 5 10
Vardas3374 Pavarde3374 10 2 10 7 10 10
Vardas3375 Pavarde3375 8 8 3 9 5 6
Vardas3376 Pavarde3376 2 3 2 8 2 3
Vardas3377 Pavarde3377 7 10 5 3 3 6
Vardas3378 Pavarde3378 6 10 6 7 8 10
Vardas3379 Pavarde3379 6 5 1 1 6 2
Vardas3380 Pavarde3380 9 1 7 10 5 5
Vardas3381 Pavarde3381 3 8 7 4 3 9
Vardas3382 Pavarde3382 8 1 3 7 3 3
Vardas3383 Pavarde3383 9 1 9 9 2 9
Vardas3384 Pavarde3384 5 5 6 1 9 4
